total_daily_units,month,monthly_units,monthly_bill
8.1,4,243,1329.3
10.87,6,326.1,2004.35
9.39,1,281.7,1636.1
4.14,8,124.2,558.66
9.06,3,271.8,1556.9
6.81,10,204.3,1035.18
6.38,8,191.4,947.46
3.1,6,93,416.6
3.94,7,118.2,529.86
8.11,2,243.3,1331.58
6.1,9,183,893.7
14.06,4,421.8,2817.8
12.39,6,371.7,2391.95
7.32,9,219.6,1151.46
11.07,2,332.1,2055.35
5.62,6,168.6,801.54
10.15,11,304.5,1820.75
9.08,11,272.4,1561.7
3.46,1,103.8,460.74
16.41,4,492.3,3417.05
12.04,7,361.2,2302.7
3.73,3,111.9,499.62
2.35,3,70.5,333.35
3.15,2,94.5,422.15
6.33,3,189.9,937.86
4.82,9,144.6,656.58
13.43,3,402.9,2657.15
2.8,11,84,383.3
10.73,3,321.9,1968.65
9.24,5,277.2,1600.1
5.92,3,177.6,859.14
3.32,12,99.6,441.02
5.42,7,162.6,763.14
5.26,7,157.8,732.42
1.3,8,39,222.85
6.01,2,180.3,876.42
5.54,3,166.2,786.18
10.84,11,325.2,1996.7
1.94,2,58.2,287.84
9.03,7,270.9,1549.7
10.12,1,303.6,1813.1
8.44,4,253.2,1408.1
4.75,4,142.5,646.5
10.98,9,329.4,2032.4
4.46,1,133.8,604.74
6.28,7,188.4,928.26
4.71,9,141.3,640.74
2.65,7,79.5,366.65
1.6,1,48,251.2
7.68,9,230.4,1233.54
1.1,7,33,203.95
10.95,7,328.5,2024.75
6.97,7,209.1,1071.66
3.87,1,116.1,519.78
8.47,4,254.1,1415.3
1.77,10,53.1,268.97
5.31,9,159.3,742.02
7.34,11,220.2,1156.02
14.55,3,436.5,2942.75
3.35,8,100.5,444.9
2.32,2,69.6,330.02
2.42,6,72.6,341.12
5.39,5,161.7,757.38
11.89,12,356.7,2264.45
12.65,10,379.5,2458.25
7.43,9,222.9,1176.54
2.37,11,71.1,335.57
11.93,12,357.9,2274.65
2.4,8,72,338.9
10.88,11,326.4,2006.9
11.78,4,353.4,2236.4
10.65,11,319.5,1948.25
11.6,9,348,2190.5
6,11,180,874.5
3.29,2,98.7,437.69
1.33,6,39.9,225.69
7.02,7,210.6,1083.06
9.49,12,284.7,1660.1
9.08,5,272.4,1561.7
3.16,3,94.8,423.26
2.31,10,69.3,328.91
3.72,9,111.6,498.18
10.26,3,307.8,1848.8
7.36,1,220.8,1160.58
6.66,3,199.8,1001.22
3,3,90,405.5
6.55,12,196.5,980.1
9.48,11,284.4,1657.7
6.94,8,208.2,1064.82
13.45,4,403.5,2662.25
10.82,7,324.6,1991.6
5.66,6,169.8,809.22
10.14,1,304.2,1818.2
7.32,1,219.6,1151.46
7.12,7,213.6,1105.86
5.05,12,151.5,692.1
11.47,2,344.1,2157.35
4.43,8,132.9,600.42
10.79,3,323.7,1983.95
17.48,4,524.4,3689.9
9.56,10,286.8,1676.9
12.48,10,374.4,2414.9
5.62,1,168.6,801.54
9.05,9,271.5,1554.5
6.73,9,201.9,1016.94
4.14,7,124.2,558.66
16.45,3,493.5,3427.25
9.69,7,290.7,1708.1
11.2,4,336,2088.5
9.34,5,280.2,1624.1
11.27,11,338.1,2106.35
10.3,5,309,1859
